Asset #,Asset Description,Category Description,Sub-Category Description,Status Description,Site,Building,Location,Account Description,Location Description,Manufacturer Name,Model Number,Manufacturer Serial Number,Date Accepted,Cost Basis,Warranty End Date,
1071844,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 3,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 3,3-29-21 12:00 AM,,,
1071845,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 4,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 4,3-29-21 12:00 AM,,,
1071846,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 5,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 5,3-29-21 12:00 AM,,,
1071847,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 6,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 6,3-29-21 12:00 AM,,,
1071848,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 7,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 7,3-29-21 12:00 AM,,,
1071849,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 8,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 8,3-29-21 12:00 AM,,,
1071850,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 9,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 9,3-29-21 12:00 AM,,,
1071851,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 10,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 10,3-29-21 12:00 AM,,,
1071852,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 11,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 11,3-29-21 12:00 AM,,,
1071853,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 12,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 12,3-29-21 12:00 AM,,,
1071854,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 13,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 13,3-29-21 12:00 AM,,,
1071855,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 14,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 14,3-29-21 12:00 AM,,,
1071856,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 15,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 15,3-29-21 12:00 AM,,,
1071857,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 16,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 16,3-29-21 12:00 AM,,,
1071858,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 17,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 17,3-29-21 12:00 AM,,,
1071859,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 18,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 18,3-29-21 12:00 AM,,,
1071860,"Lights, Surgical, Ceiling-Mounted",SH Lights,"Lights, Surgical, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 19,TRUMPF Medizin Systeme GmbH + Co KG,iLED 7,Surgical Lights - OR 19,3-29-21 12:00 AM,,,
1071861,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 1,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 1,3-29-21 12:00 AM,,,
1071862,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 2,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 2,3-29-21 12:00 AM,,,
1071863,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 3,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 3,3-29-21 12:00 AM,,,
1071864,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 4,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 4,3-29-21 12:00 AM,,,
1071865,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 5,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 5,3-29-21 12:00 AM,,,
1071866,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 6,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 6,3-29-21 12:00 AM,,,
1071867,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 7,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 7,3-29-21 12:00 AM,,,
1071868,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 8,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 8,3-29-21 12:00 AM,,,
1071869,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 9,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 9,3-29-21 12:00 AM,,,
1071870,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 10,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 10,3-29-21 12:00 AM,,,
1071871,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 11,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 11,3-29-21 12:00 AM,,,
1071872,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 12,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 12,3-29-21 12:00 AM,,,
1071873,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 13,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 13,3-29-21 12:00 AM,,,
1071874,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 14,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 14,3-29-21 12:00 AM,,,
1071875,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 15,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 15,3-29-21 12:00 AM,,,
1071876,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 16,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 16,3-29-21 12:00 AM,,,
1071877,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 17,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 17,3-29-21 12:00 AM,,,
1071878,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 18,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 18,3-29-21 12:00 AM,,,
1071879,"Facility Booms, Ceiling-Mounted",SH Facility Booms,"Facility Booms, Ceiling-Mounted",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR 19,TRUMPF Medizin Systeme GmbH + Co KG,TruPort 5000/7000,Facility Booms - OR 19,3-29-21 12:00 AM,,,
1071885,"Transducer, Fetal Monitoring, CL TOCO+",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),L&D,Philips Healthcare,866075,DE44909264,2-24-15 12:00 AM,2001.00,,
1071886,"Carts, Medication",Carts,"Carts, Medication",Active,MSH,MSH,12N,Nursing 12N Medicine ,12N,Capsa Healthcare,Carelink Mobile Nurse Station - 207010,12N - Cart #6,12-7-22 12:00 AM,,,
1071888,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,8N,Bridgepoint,8th Floor - North Side,Welch Allyn,74MT,100009362524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1071889,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,8N,Bridgepoint,8th Floor - North Side,Welch Allyn,74MT,100009322524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1071890,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,8N,Bridgepoint,8th Floor - North Side,Welch Allyn,74MT,100009262524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1071891,"Laryngoscopes, Flexible, Video",SH Laryngoscopes ,"Laryngoscopes, Flexible, Video",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR,KARL STORZ Endoscopy Canada Ltd,C-MAC 8404ZX,ZM10043,8-20-24 12:00 AM,,8-20-24 12:00 AM,
1071892,"Laryngoscopes, Flexible, Video",SH Laryngoscopes ,"Laryngoscopes, Flexible, Video",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR,KARL STORZ Endoscopy Canada Ltd,C-MAC 8404ZX,YM9676,8-20-24 12:00 AM,,8-20-25 12:00 AM,
1071893,"Laryngoscopes, Flexible, Video",SH Laryngoscopes ,"Laryngoscopes, Flexible, Video",Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR,KARL STORZ Endoscopy Canada Ltd,C-MAC 8404ZX,ZM10031,8-20-24 12:00 AM,,8-20-25 12:00 AM,
1071894,"Laryngoscopes, Flexible, Video",SH Laryngoscopes ,"Laryngoscopes, Flexible, Video",Active,MSH,MSH,15U,Respiratory Therapy,L&D OR,KARL STORZ Endoscopy Canada Ltd,C-MAC 8404ZX,NL1068,8-20-24 12:00 AM,,8-20-25 12:00 AM,
1071897,Variable Speed Air Supply Unit,Variable Speed Air Supply Unit,Variable Speed Air Supply Unit,Active,RCC,RCC,RCC,RCC,2WF,HoverTech,HTAIR1200,2N1102671,8-16-24 12:00 AM,974.00,8-22-25 12:00 AM,
1071910,"Scales, Infant",Scales,"Scales, Infant",Active,MSH,OPG,3rd Floor,Obstetric Associates,3rd Floor,HEALTH O METER INC,130-2210KL,1,8-28-24 12:00 AM,,3-12-25 12:00 AM,
1071912,Electromyographs,SH Electromyographs,Electromyographs,Active,MSH,MSH,16U,Pain Mgt Centre - Wasser,EMG,NATUS NEUROLOGY,BASE UNIT 013926,RZ243691M,8-28-24 12:00 AM,,,
1071913,Electromyographs,SH Electromyographs,Electromyographs,Active,MSH,MSH,16U,Pain Mgt Centre - Wasser,EMG,NATUS NEUROLOGY,BASE UNIT 013926,C231115045,8-28-24 12:00 AM,,8-28-25 12:00 AM,
1071914,Electromyographs,SH Electromyographs,Electromyographs,Active,MSH,MSH,16U,Pain Mgt Centre - Wasser,EMG,NATUS NEUROLOGY,Nicolet EDX - AT2 Amplifier,C240118009,8-28-24 12:00 AM,,8-28-25 12:00 AM,
1071915,Electromyographs,SH Electromyographs,Electromyographs,Active,MSH,MSH,16U,Pain Mgt Centre - Wasser,EMG,NATUS NEUROLOGY,Nicolet EDX - AT2 Amplifier,C240118016,8-28-24 12:00 AM,,8-28-25 12:00 AM,
1071920,"Computers, Personal, Desktop",Computers,"Computers, Personal, Desktop",Active,MSH,MSH,16U,Pain Mgt Centre - Wasser,EMG,NATUS NEUROLOGY,Optiplex XE3 SFF,8G6Q2L3,8-1-23 12:00 AM,,,
1071921,"Computers, Personal, Desktop",Computers,"Computers, Personal, Desktop",Active,MSH,MSH,16U,Pain Mgt Centre - Wasser,EMG,NATUS NEUROLOGY,Optiplex XE3 SFF,4J6Q2L3,8-1-23 12:00 AM,,,
1071922,"Laryngoscopes, Rigid",SH Laryngoscopes ,"Laryngoscopes, Rigid",Active,MSH,MSH,17U,Respiratory Therapy,NICU,STORZ INSTRUMENT CO,8403ZX,ZM10042,8-30-24 12:00 AM,,,
1071927,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,3S,Bridgepoint,3rd Floor - South Side,Welch Allyn,74MT,100009332524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1071928,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,3S,Bridgepoint,3rd Floor - South Side,Welch Allyn,74MT,100009142524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1071929,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,4N,Bridgepoint,4th Floor - North Side,Welch Allyn,74MT,100009392524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1071930,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,4N,Bridgepoint,4th Floor - North Side,Welch Allyn,74MT,100009072524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1071955,"Scanning Systems, Ultrasonic, Bladder","SH Scanning Systems, Ultrasonic","Scanning Systems, Ultrasonic, Bladder",Active,MSH,MSH,3,Emergency,Emergency,Verathon Medical,BladderScan i10,CT232433,9-13-24 12:00 AM,,,
1071966,"Transducer, Fetal Monitoring",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),L&D,Philips Healthcare,866076,DE45002088,3-12-15 12:00 AM,1001.00,3-12-16 12:00 AM,
1071967,"Transducer, Fetal Monitoring",Transducer,"Transducer, Fetal Monitoring",Active,MSH,MSH,15U,Obstetrical Suite (L&D),L&D,Philips Healthcare,866076,DE45002022,3-12-15 12:00 AM,1001.00,3-12-16 12:00 AM,
1071973,Cryosurgical Unit,Cryosurgical Unit,Cryosurgical Unit,Active,MSH,MSH,7,SURGICAL SUITE (COMBINED WITH CYSTO),OR,COOPER SURGICAL,Frigitronics CE-2000,240718-051323,1-2-24 12:00 AM,,9-18-25 12:00 AM,
1071975,"Carts, Medication",Carts,"Carts, Medication",Active,MSH,MSH,12N,Nursing 12N Medicine ,12N,Capsa Healthcare,Carelink Mobile Nurse Station - 207010,12N - Cart #1,12-7-22 12:00 AM,,,
1071976,"Detectors, Blood Flow, Ultrasonic ",SH Detectors ,"Detectors, Blood Flow, Ultrasonic ",Active,MSH,MSH,15U,Obstetrical Suite (L&D),L&D,WALLACH SURGICAL DEVICES INC,L250,240621-030036,9-18-24 12:00 AM,,9-18-26 12:00 AM,
1071978,"Detectors, Blood Flow, Ultrasonic ",SH Detectors ,"Detectors, Blood Flow, Ultrasonic ",Active,MSH,MSH,15U,Obstetrical Suite (L&D),L&D,WALLACH SURGICAL DEVICES INC,L250,240621-030034,9-18-24 12:00 AM,,9-18-26 12:00 AM,
1071979,"Detectors, Blood Flow, Ultrasonic ",SH Detectors ,"Detectors, Blood Flow, Ultrasonic ",Active,MSH,MSH,15U,Obstetrical Suite (L&D),L&D,WALLACH SURGICAL DEVICES INC,L250,240718-051476,9-18-24 12:00 AM,,9-18-26 12:00 AM,
1071980,"Detectors, Blood Flow, Ultrasonic ",SH Detectors ,"Detectors, Blood Flow, Ultrasonic ",Active,MSH,MSH,15U,Obstetrical Suite (L&D),L&D,WALLACH SURGICAL DEVICES INC,L250,2023110019,9-18-24 12:00 AM,,9-18-26 12:00 AM,
1071981,Image Capture System,Image Capture System,Image Capture System,Active,MSH,MSH,12N,Clinic Res Wound Care,Wound Care,MOLECULIGHT INC.,I:X IMAGING,2019081941,9-18-24 12:00 AM,,9-18-25 12:00 AM,
1071984,"Thermometers, Electronic, Thermistor/Thermocouple, Patient",Thermometers,"Thermometers, Electronic, Thermistor/Thermocouple, Patient",Active,MSH,MSH,12S,Nursing 12S Medicine,12th Floor - South Side,Cardinal Health Canada Inc,Filac 3000 AD,,11-4-22 12:00 AM,,,
1072003,Pulse CO-Oximeter,Pulse CO-Oximeter,Pulse CO-Oximeter,Active,MSH,MSH,11N,Nursing 11N Medicine,11th Floor - North Side,MASIMO,Radical-7,1000290549,3-30-21 12:00 AM,2774.00,,
1072008,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8015 - PCU,16813235,9-26-24 12:00 AM,2100.00,9-11-26 12:00 AM,
1072009,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8015 - PCU,16813245,9-26-24 12:00 AM,2100.00,9-11-26 12:00 AM,
1072010,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8015 - PCU,16813771,9-26-24 12:00 AM,2100.00,9-11-26 12:00 AM,
1072011,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8015 - PCU,16814003,9-26-24 12:00 AM,2100.00,9-11-26 12:00 AM,
1072012,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8015 - PCU,16814347,9-26-24 12:00 AM,2100.00,9-11-26 12:00 AM,
1072013,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8015 - PCU,16814431,9-26-24 12:00 AM,2100.00,9-11-26 12:00 AM,
1072014,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8015 - PCU,16814616,9-26-24 12:00 AM,2100.00,9-11-26 12:00 AM,
1072015,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8015 - PCU,16814620,9-26-24 12:00 AM,2100.00,9-11-26 12:00 AM,
1072016,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8100 - LVP Module,16426209,9-26-24 12:00 AM,1200.00,9-11-26 12:00 AM,
1072017,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8100 - LVP Module,16601522,9-26-24 12:00 AM,1200.00,9-11-26 12:00 AM,
1072018,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8100 - LVP Module,16601537,9-26-24 12:00 AM,1200.00,9-11-26 12:00 AM,
1072019,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8100 - LVP Module,16601538,9-26-24 12:00 AM,1200.00,9-11-26 12:00 AM,
1072020,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8100 - LVP Module,16601547,9-26-24 12:00 AM,1200.00,9-11-26 12:00 AM,
1072021,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8100 - LVP Module,16601558,9-26-24 12:00 AM,1200.00,9-11-26 12:00 AM,
1072022,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8100 - LVP Module,16601575,9-26-24 12:00 AM,1200.00,9-11-26 12:00 AM,
1072023,Alaris Medical Systems,INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,RCC,RCC,RCC,Central Dispatch,2WF,Alaris Medical Systems,8100 - LVP Module,16601580,9-26-24 12:00 AM,1200.00,9-11-26 12:00 AM,
1072024,"Testers, Defibrillator ",SH Testers,"Testers, Defibrillator ",Active,MSH,MSH,1,Biomedical Engineering,BIOMED,ZOLL Canada,Zoll AED Simulator - 8000-000925,Q22C51209,9-26-24 12:00 AM,,12-26-24 12:00 AM,
1072025,"Testers, Defibrillator ",SH Testers,"Testers, Defibrillator ",Active,MSH,MSH,1,Biomedical Engineering,BIOMED,ZOLL Canada,Zoll AED Simulator - 8000-000925,Q22C51210,9-26-24 12:00 AM,,12-26-24 12:00 AM,
1072034,PRINTER,Printer,PRINTER,Active,MSH,MSH,1,Biomedical Engineering,Biomed,Formlabs Inc,Form Wash Gen2 -  FH-WA-02,WashGen2-AngularImpala,5-10-24 12:00 AM,,5-1-27 12:00 AM,
1072035,Sunoptic SSL-LX2 Surgical Headlight,Headlights,Headlights,Active,MSH,MSH,4,ENT Clinic ,ENT,Sunoptics Surgical,SSL-LX2-LED Headlight                 ,AL2535,9-30-24 12:00 AM,,3-24-25 12:00 AM,
1072040,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,3N,Bridgepoint,3rd Floor - North Side,Welch Allyn,74MT,100009292524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1072041,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,3N,Bridgepoint,3rd Floor - North Side,Welch Allyn,74MT,100009482524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1072042,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,3N,Bridgepoint,3rd Floor - North Side,Welch Allyn,74MT,100009172524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1072043,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,6N,Bridgepoint,6th Floor - North Side,Welch Allyn,74MT,100009452524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1072044,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,6N,Bridgepoint,6th Floor - North Side,Welch Allyn,74MT,100009162524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1072045,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,6S,Bridgepoint,6th Floor - South Side,Welch Allyn,74MT,100008992524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1072046,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,6S,Bridgepoint,6th Floor - South Side,Welch Allyn,74MT,100009462524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1072047,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,6S,Bridgepoint,6th Floor - South Side,Welch Allyn,74MT,100009152524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1072048,"Monitors, Vital Signs","Monitors, Vital Signs","Monitors, Vital Signs",Active,BH,BH,6S,Bridgepoint,6th Floor - South Side,Welch Allyn,74MT,100009252524,11-28-23 12:00 AM,,2-15-20 12:00 AM,
1072049,PRINTER,Printer,PRINTER,Active,MSH,MSH,1,Biomedical Engineering,Biomed,Formlabs Inc,Form Wash Gen2 -  FH-WA-02,WashGen2-AbidingCamel,10-2-24 12:00 AM,,10-2-27 12:00 AM,
